user_id,parent_asin,rating,text,verified_purchase,iso_anomaly,hbos_anomaly,ocsvm_anomaly,anomaly_votes
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07W6H8CGT,4.0,"I enjoy sugar scrubs! They are wonderful for smoothing rough elbows. This one is a small container. I would consider it more of a travel size or sample size. It smells good. It's got a fruity/beachy smell to it. The scrub has a coarse texture which makes it better for exfoliating, yet I didn't have any troubles with it being too rough on my skin. It is very emollient and has a waxy feel to it.  Because of the waxiness, it coats the skin. I used some on my feet and they became a bit slippery on the tile shower floor. I have had some scrubs that leave you feeling super greasy and waxy, but this one is more of a moderate level of greasiness. It definitely softens the skin.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0BTJ6SYKB,4.0,"This perfume by Shakira has a pleasant scent. I can detect sweet and spicy notes in it. It is not very strong, which is good. It definitely fades over the course of the day, but I can still detect light whiffs at the end of the day. The bottle is attractive, but the cap or lid is way too plain. You have the sexy body shaped bottle and then there's a little clear plastic lid that has not aesthetics at all. If you could be the lid to anything and doesn't stand out at all.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08KYLTK5H,4.0,"I am in my early fifties. I have been using anti-aging products for the past several years. This eye cream has minimal smell to it. The consistency is a thin cream. It's not runny, it's just not thick. I have sensitive eyes and this is non-irritating. My eyes water a lot and that often leads to product getting into my eyes and causing stinging and or burning in the eye area. This cream has not bothered me at all. I haven't noticed any difference in the appearance of the skin around my eye, but because I am a regular user of similar products, I really wouldn't expect to see anything new or different. It does seem to hydrate the delicate skin area.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08KWN77LW,4.0,"I like wearing eye masks such as these. They are refreshing and energizing. I store them in my small beauty refrigerator which makes them even more enjoyable. After wearing them, I felt ready to take on the world! It comes with a little spatula so you can take them out of the jar without touching them. It felt like they were slipping as I wore them, but when I went to the bathroom to remove them, they were still in place where I left them. One thing I like about this type of eye mask is that it's easy to go about your day while wearing them. I didn't have any issues with sensitivity thankfully. My eyes are super sensitive.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08HXQ3T9K,4.0,"This is my first scrunchie. I have not had my hair cut in about 9 months because of the pandemic, so my hair has gotten longer than I've worn it in years! I'm in my early 50's and it's a little below my shoulders now. My hair is thick and coarse. It's long enough to wear in a messy bun for the first time in years! The scrunchie is easy to use and holds up my thick hair pretty well. I don't have to readjust it because it's falling. You can feel the coils inside the fabric. I find it fascinating how it works. When I take it off, it shrinks up again. I like it!",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0B2L218H2,4.0,"I recently took the Pinrose fragrance quiz on their website and this was the scent that was recommended for me. It's okay. I don't dislike it. I definitely don't love it. It's a musky floral scent. Floral scented fragrances are not my favorites. I prefer either fruity or sweet. This supposedly has peach notes in it, but I don't detect them. Fragrance is a very personal thing and it can smell differently depending on your body chemistry. I do like the concept of the petals. They're basically scented towelettes. They are fairly dry so you're not dripping in scent. I'm planning on putting some of these in my daughter's Christmas stocking. These are also great for travel!",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0B2L218H2,4.0,"These Pinrose Gilded Fox petals are a fun way to try out a new scent! The box comes with 12 packets. Each packet has a fragrance infused towelette. They aren't too wet, but you are able to rub or wipe them on your pulse points or wherever and transfer the scent to your body. This one has a very interesting smell. At first I didn't detect the chocolate, so it's a bit subtle. The smell is a powdery sweetness with a hint of chocolate. I threw away the wipe in my office trash can and caught pleasant whiffs of it throughout the day. Since the box comes with so many, I plan to put some in my daughter's Christmas stocking so she can try them out. They would also be great for traveling.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08FRQGYDF,5.0,"I have tried several different brands of face wipes. These have to be some of the best ones that I have ever used. They have a wonderful, refreshing scent to them. They are wetter than most wipes I have used which makes them more effective at cleansing the face. The cloths are a good size and pretty soft. They didn't irritate my sensitive skin. The package did rip as I was trying to remove the open sticker, so I have put them inside a plastic baggie so they don't dry out prematurely.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08BZ1RHPS,4.0,"I am in my early fifties and my morning skincare routine calls for Vitamin C serum. This doesn't smell like most other Vitamin C serums that I have used. It has a neutral scent that doesn't linger. The serum consistency is thick, but runny. It's a bit oily and doesn't absorb quickly. My skin can be sensitive at times, but I didn't have any problems with this. Overall, I like it, but I don't love it.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B085NYYLQ8,4.0,"It's difficult to find some targeted skincare products in travel sizes. I can usually find cleansers and moisturizers, but serums and eye creams are not so easy to track down. This travel set comes with a foaming cleanser, an eye cream, a serum, and a moisturizer as well as a beauty spritz. I wasn't sure what the spritz was for, so I sprayed it on my face after washing it, kind of like a toner, but later I discovered that it's more of a setting spray. The sizes are typical for travel. They're small and should last up to a week, I'm guessing. The individual products seem to be fine. I've used the foaming cleanser before, but the other items were all new to me. The scents were light and floral. None of the products were irritating. I have sensitive eyes and skin and nothing bothered them. I do think the kit is a bit pricey, but that's not affecting my review.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B085WTCBLG,4.0,"This set of gel nail polishes comes in a nice variety of colors. The brushes seem fairly comparable to other nail polishes. What I really like is that there is a little window on the front of each bottle that shows you the color. I've ordered some gel nail polishes that have no color identification on the bottle and I have had to paint (and tape over) a small dot of polish so I can identify them without opening. Overall, I am pleased with these.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B088FBNQXW,4.0,"I work at home, so I can't get by without wearing a face mask for a good part of the day, but I do wear one if I am going out. I have had issues with some masks not staying over my ears. This is a good way to utilize those masks. The  headband is comfortable and light weight. It has some stretch to it. The buttons are a little loose, so I tightened them before I wore the headband out in public. I found that I had to pay attention to how I was putting it on my head so the buttons were even, otherwise my mask was crooked. It's definitely a helpful item.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B087D7MVHB,4.0,"For a new (or at least new to me) brand of hand sanitizer, I am pleased with it. I like the pump dispenser which is easy to use. The bottles are a good size. While you can detect the smell of the alcohol, it's not too strong or overpowering like some can be.  With so many new brands out there these day, I wouldn't hesitate to purchase again.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07PRDZ2BH,4.0,"I am in my early fifties. I found a multi-step skincare routine a few years ago and I follow it pretty regularly. The final step for both the morning and evening is face oil. For the longest time, I skipped that step because I didn't want my face feeling oily. Plus, it just seemed that it would clog pores and lead to acne. I recently tried a different face oil and found it wasn't a bad step at all. This oil has a nice, essential oil smell to it. The only ingredient that I can detect by smell is the lavender. It's not overpowering, but it is noticeable. The oil absorbs quicker when it's applied to dry skin. I tried it out on the back of my hand and it absorbed nearly right away. When used as the final step in my skincare routine, it took much longer to absorb. It leaves my skin feeling really soft! I haven't had any problems since using it. I personally only use it at nighttime because I don't want my skin looking oily, even for a little while, during the day.",False,1,1,1,3
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B083TLNBJJ,4.0,"This is a light weight serum. It has a runny, liquidy consistency that's non-greasy. It doesn't leave behind any stickiness or tackiness. There is no scent to it either. It absorbs really fast and immediately hydrates your skin. It leaves a smooth finish. It's non-irritating and doesn't annoy my sensitive skin.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B082NKQ4ZT,4.0,"I wear headbands like this in the evening when washing my face and following my skincare routine. These headbands are very soft. I found these to be a little small, but they do stretch enough to accommodate my large head. I have just had other headbands that were a little larger and didn't require being stretched to the max just to fit. I like the variety of colors and have shared these with my eighteen year old daughter. One thing that I do like is that the bow doesn't get off centered as easily as my old one. My old one has to be adjusted every time I put it on. This one seems to be just fine.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B084D86YL8,3.0,"I guess I'm not the right target audience for this Vitamin C/Retinol Moisturizer. I'm in my early fifties. Both of those ingredients are part of my daily skincare routine, so I thought it would be perfect for me. I did not see the recommended for ages 20-30s before ordering. It has a light, barely noticeable citrus smell to it. It absorbs really quickly but in doing so, I found it to be over drying on my mature skin. Other than that issue, I didn't have any other problems with my sensitive skin. Luckily, I have an eighteen year old daughter so I will pass it along to her to use.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07WNBZQGT,4.0,"This serum is more the consistency of a lotion than serums that I have used in the past. It has a nice fruity smell. It doesn't irritate my sensitive skin. The serum absorbs quickly and isn't tacky or sticky. I am in my early fifties and use an assortment of anti-aging products daily. I haven't seen any new miraculous results with this, but it does moisturize. As a regular user of such products, I really don't think I would see anything new from them, but rather a continuation of what I have already started to achieve.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07SW7D6ZR,4.0,"I apply body lotion every morning and night. This one is a thinner lotion than some, but it absorbs quickly. My skin just drinks it up! It's non-greasy and has a light, pleasant scent to it. The bottle is a little oddly shaped. It's thin and flat which makes it a little difficult to grip in my opinion.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07JDD2L3M,4.0,"Last summer I decided to grow out my bangs after having them for all of my adult life. I hadn't used much hairspray since the eighties and into the nineties, but I found that I needed to spray my former bangs in order to help train them to their new position. This is a huge bottle of hair spray. It has a standard hair spray smell. It gives a nice mist. It doesn't leave my hair crunchy. It's a flexible hold so my hair moves and looks natural. So far I am pleased with it.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B082MTTFZD,4.0,"As I have gotten older (I'm in my early fifties), I've noticed that my eyelashes have become sparser. This eyelash growth serum is easy to use. It doesn't sting or irritate my sensitive eyes either. I haven't seen much change in the length of my lashes yet, but I think I can see some new growth or density. I will continue using this and update my review if necessary.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07NPWK167,5.0,"This goat milk cleanser is very gentle. I have sensitive skin and it doesn't irritate or annoy my skin at all. It has a pump dispenser that works nicely. It's thick, like a lotion consistency. The cleanser doesn't lather or foam. I haven't been able to notice any scent, good or bad. It doesn't dry out my skin. I'm very pleased with it.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07J2QZBTP,5.0,"'Tis the season for dry hands! I go through a lot of hand creams in the winter months. This lotion is not too thick, but it's not runny either. It absorbs nicely and doesn't leave behind any greasiness. It has a light, fruity scent that's not overpowering. In fact, I found it to be barely noticeable. It is very moisturizing and leaves my hands soft. I would order this again.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07N45YN6C,4.0,"I've used sonic toothbrushes before. I like the pink color of this. It comes with a travel case and extra brush heads. There are several different speeds/settings that you can use. As far as I can tell, there isn't a timer on it which would be nice. The bristles are pretty firm. I'm guessing maybe they are a medium. It does a good job of leaving my teeth clean.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B077YR3333,3.0,"I am in my early 50's and have been a regular user of anti-aging products for the past several years. This serum comes in a glass bottle and has a dropper applicator. It takes about half of the dropper to cover my face. It has a tacky (but not sticky) feel to it which remains for a while even after it has absorbed into the skin. The microbeads have to be crushed or else you have little white beads on your face. It's not difficult to break the beads. I just press on them and they rub into the skin. After applying the serum, my face was really dry. I have been using this at night. I have a multi-step skin care routine so I followed this with my nighttime moisturizer, then retinol, and some face oil. The serum doesn't irritate my sensitive skin. There is a mild scent, but nothing that I could recognize. Overall, it's okay. I haven't noticed any tightening or improvements in my skin. However, as a regular user of anti-aging products, I wasn't expecting anything new.",False,1,1,1,3
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07FZ5HZLM,4.0,"My husband started a business recently and was looking at options for his bookkeeping. He knew that he wanted to use QuickBooks from his previous experience. Originally he was going to use the web based version, but since this comes with a year of enhanced payroll, he decided to go with this. He consulted with an accountant in getting it set up for his company's needs. He did have to contact customer support to help him get the enhanced payroll feature working. For some reason, it had the number 1234567 prefilled and he couldn't change it without customer support. So far it has been easy to use and has done everything he's needed it to do.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07KV31WDS,5.0,"These hair towel wraps are the softest hair towels that I have ever had. They aren't the typical ""dry"" microfiber material that other hair towels tend to be.  My daughter hair goes past her shoulders a bit whereas mine is about chin length. They wraps work well for both of us. They stay in place well and take a lot of the water out of our wet hair. The towel doesn't get too heavy when wearing it either. I love the variety of colors. These really look nice and come in a gift box. They would make a great gift!",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07GDQPG12,5.0,"I have been using jade rollers for the past few months. This is my third one. The first one that I bought was much larger than this and I found it to be a bit awkward at times. Plus the end that rolls around the eyes was a static piece, not a roller. Then I tried a smaller one more recently. It was fine, until the eye roller piece broke off. The metal piece that holds it in never felt really sturdy and when it broke, I wasn't really surprised. This one is the nicest one I've tried. It's a great quality and very sturdy. The size is perfect. The directions say to chill it in the refrigerator, but I have found that it's usually cold enough just leaving it out on my bathroom counter. I use it primarily to help my serums and creams absorb into my skin better. This comes with another tool, a Gua Sha, which I was unfamiliar with. They both were in a nice drawstring bag and would be perfect for gift giving.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B071R2QPF3,5.0,"I have one of the original Makeup Erasers and to be honest, I can't tell the difference between these cloths or the original one. Well, that's not entirely true, I can tell the difference. These have a hanging loop and the name brand ones don't! Side by side, they are identical. These are just as soft. They do an impressive job of removing makeup, especially mascara. They are gently on my skin. These come in a set of 2, plus the set is half the price of the original. I will be ordering some of these for the girls in my life!",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B01KJPFO9W,4.0,"My daughter received a UV Light Manicure Light last year for Christmas from her aunt. It came with a couple of colors, but she is thrilled to have this nice variety of colors now. The quality of the nail polish is comparable to other gel nail polishes that we have bought. It works as it should. She has polished her nails once so far with this set. As of now, it's been one week and they all look as good as the first day. Usually gel polish lasts for about 2 weeks on her, so at this rate, she thinks the results will be the same. One thing she didn't like was that the bottles are not labeled or marked to indicate what colors they are. To solve this, we put a drop of nail polish on the back of each bottle. The polish wouldn't dry without the LED light, which we realized after 5 hours of waiting. So we took a piece of clear tape and covered the polish drop. So now she can easily identify the right bottle without having to open each one.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B01B6V11UY,5.0,"I love coffee scrubs. This one is a new favorite. There are two types of body scrubs. Dry ones that are like sand and don't clump together or ones that have a lot of oil that cause it to clump together. This one is a dry one. It comes with a little scoop which is nice. My last dry coffee scrub that I had did not, so it actually was a bit messy to use. The directions say to scrub it on your skin and leave for a few seconds before rinsing. Most coffee scrubs that I have tried say to leave it on for a few minutes which I find to be nearly impossible unless you turn the water off. The smell is amazing - a rich coffee scent that is perfect for slow moving mornings. It does leave behind an ever so slightly oily texture, but it goes away after toweling off and leaves behind soft skin. I haven't noticed any difference in my cellulite, but I have read that caffeine helps with it. I don't use it for the cellulite. I like to use it for exfoliating my skin.",True,1,1,1,3
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B00GUTPV4A,5.0,"A few months ago I got a vanity mirror that magnifies 5 times. Until then, I didn't know that I had a blackhead problem. I don't always have blackheads, so I don't use this every morning. But when I do notice blackheads, I use this for a few days until they are gone. The product is white and has a very fine grit to it. The grit scrubs away the blackheads. It does not hurt or irritate my skin. It doesn't take a lot for each use so it should last a while.",True,1,1,1,3
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B01CO73OIQ,5.0,"I am in my late 40's and started using anti-aging products a few years ago. Because I have been using products to work on wrinkles and younger looking skin regularly for the past few years, it's difficult to see new results. This eye cream is a nice creamy consistency. I don't notice any smell from it at all. I am able to apply this to the eye area of both of my eyes with just one dispense from the pump. It absorbs nicely into my skin and keeps my delicate eye skin well hydrated. One thing that I especially like is that it doesn't sting my eyes! I have ultra sensitive eyes and if I sweat, make up and skin care products will often get rubbed into my eyes. Some products cause them to sting or burn. We're having a hot summer here in Georgia and even with sweating, I have not had any issues with it stinging or burning. I've had to stop using some of my favorite beauty products in the past for that problem. I'm very happy with this eye cream so far!<br /><br />*I received this for free in exchange for my honest &amp; unbiased review. My thoughts &amp; opinions are my own.",True,1,1,1,3
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B00KR4AFJU,4.0,"This is the 3rd peel foot mask that I have tried. The others have been unsuccessful. Still wanting to experience the foot peel, I tried again. The first thing that makes this foot peel better than the others is the foot slippers. The slippers are actually a medium thickness plastic. They remind me of the “rubber pants” that my little boy wore over his training underwear when he was 2 years old. These slippers also fit the best of the three that I have tried. I had problems with using the tape, but because my feet are on the larger end, they stayed in place well without it. I wear a size 10 W shoe and these fit my feet fine. They were not too tight nor did I have to stretch them to get them on. They were a little confusing to figure out. The directions said to “cut on the dotted line” but I couldn’t see any dotted line. The 2 slippers were attached together at the top. So I cut them apart and then I had to snip a little off the top to open up where my foot was to go inside. This foot peel has a somewhat pleasant scent. I was worried because one of the ingredients is vinegar and another is fermented milk. Those did not sound appealing at all. However, what I smelled was a combination of the ginger and the chamomile. The hardest thing about this whole process was carving out the time to do it. You have to soak your feet for 15-30 minutes before hand. Then you have to wear the foot booties for 70-90 minutes. Then soak for another 15 minutes afterwards. I’m a busy mom, so it’s hard to find that much free time. I've just started noticing some peeling, so already it's looking more successful than the other ones that I've tried.<br /><br />*I purchased these at a discounted price in exchange for my honest & unbiased review. My thoughts & opinions are my own.",False,1,1,1,3
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B015ZXMSFQ,4.0,"My daughter and I discovered facial sheet masks over the summer and have become fans of them. They are easy and fun to use. This box of Anti-Aging sheet masks comes with 5 masks. Each mask is individually wrapped. When you open up a mask and remove it from the packing, you see that there are 2 layers. One is the sheet mask which is thin and papery like. The other is a plastic type material. The two layers are together, so I put both of them on my face. The other masks that I have used didn't have this plastic layer. I couldn't get it to lay flat on my skin very well, so I peeled the plastic layer off leaving just the paper one. This was what I was more familiar with. That layer was easy to mold to my face. The mask was very cold which felt refreshing. It's very wet - not to the point of dripping off my face, but enough that you want to spread it around more on the mask as it is on your face. It says to leave it on for 15-20 minutes. I opted for the lesser time because my coffee was ready & I didn't want to wait any longer for it! Then you are supposed to rub any left over &#34;goo&#34; (for a lack of a better word) into you skin. I accidently got a little into my eye, but it didn't burn or sting at all, which surprised me. I have very sensitive eyes and was expecting to feel some pain. I regularly use anti-aging products, plus I have only used one of these sheet masks so far, so I don't notice any difference to my skin, but I would definitely add this to my beauty routine.<br /><br />*I purchased these masks at a reduced price for the purpose of trying out & reviewing. My thoughts & opinions are my own.",False,1,1,1,3
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B00KXFD75M,4.0,"I burned my back of my hand in a couple of spots this past fall and have been using FLAWless for a short period of time to see if it helps lesson the appearance of those burns. First of all, I would say it's more of a gel than a cream. It's a tan color and is easy to rub into the skin. It doesn't leave behind any stickiness or residue. It also doesn't have much of a scent either. So far I *think* I might be seeing a little fading of my burn scars, but it's not very obvious. However, I am noticing that my freckles and age spots on the back of my hand are looking less noticeable and that's a welcome result. I am anxious to see what happens after continued use.<br /><br />*I  purchased this at a reduced price for the purpose of trying it out &amp; reviewing. My thoughts &amp; opinions are my own.",False,1,1,0,2
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B010B0S67C,5.0,"I am very happy with my Marrywindix acrylic organizer! I have limited counter space for my cosmetics and beauty products. Prior to ordering this organizer, I had all of my lipsticks & lip glosses shoved in a small drawer. Because they were over crowded, I had difficulties finding the ones that I wanted when I wanted them. Now I can easily see most of my lip products at a quick glance. The organizer is only 6 inches wide and 4 inches deep, so it doesn't take up a whole lot of counter space. The acrylic is sturdy & solid and is easy to clean. Recently I have been looking at acrylic organizers recently in my local stores and they seem to be over priced! This one is bargain!! My teenage daughter tried to claim this one from me, but since it is such a reasonable price, I will probably just go ahead & order her one, too.<br /><br />****Update - I ended up ordering another style of the Marrywindix acrylic organizer for my daughter. This one has drawers in addition to storage on top for brushes & bottles. She LOVES it! It is very well made and looks great! Each drawer comes with a liner to keep things nice and neat.<br /><br />*I received my acrylic organizer from Marrywindix for the purpose of trying out & reviewing. My thoughts & opinions are my own.",False,1,1,1,3
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B00MDKICPK,4.0,"I am in my late 40's and always looking for new skin care products to help reduce the signs of aging, so when I was given the opportunity to purchase this serum at a discounted price in order to try it out, I was more than happy to do so. It is the first face serum that I have tried that has absolutely no scent or fragrance. It's a very thin consistency, like water. It took a couple of uses to figure out that I can't just pump a little bit on to my finger because it just rolls off. The absorption rate is pretty quick which I like. It's frustrating when you have to wait a few minutes for a serum to absorb into you skin so you can continue your skin care routine. I'm a busy mom & don't have a lot of time to just wait around!  I love the list of natural ingredients!!! I've only been using this for a couple of weeks. I'm not seeing any major improvements with my wrinkles and such, but I am noticing an overall improvement in the texture of my skin. I realize that it often takes longer with continued use before some improvements are noticeable. I'm enjoying it & will update my review after continued use.",False,1,1,1,3
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B00NNKWDI6,5.0,"I sleep better when I wear a sleep mask, so I use them regularly. When I was looking for a new one to replace my worn out one, I was given the opportunity to purchase this one at a discounted price so I could try it out. This is a nice, light weight sleeping mask. I've had one mask before that was super thick & padded, but it was actually more difficult to sleep with. Thicker is not always better! One side is satin and the side that is against your eyes is a soft, velour type fabric. The straps are a nice, thick elastic band which is adjustable with Velcro. I've purchased many sleeping masks which have a thin elastic band that is not adjustable at all. Those eventually get stretched out before the rest of the mask is worn out. This mask does a pretty good job of blocking the majority of the light. A little light can get through the area of the mask around the nose. I don't use ear plugs very often, but it's nice to have them handy when I do need them, so I don't have to fumble around my night stand looking for them.",False,1,1,1,3
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B00N6WHTRG,5.0,"First of all, this is a generous amount of rosehip oil! I've been using it daily for about 2 weeks and I've barely put a dent in it. I've been using it on a burn scar that I have on my arm. The pump lid is easy to use & dispenses a nice amount of oil. One pump is enough for my scar. When I first used it, I was a little concerned, because it comes out a golden color, but when you rub it in, the color completely disappears. It does not leave my hands feeling greasy, which is very important to me. I've been keeping it on my nightstand and applying it at bedtime. If it left my hands feeling sticky or greasy, I would have to get up & wash them. There is a very light, natural scent - it kind of reminds me of a mild olive oil. It's only noticeable when I hold my arm right under my nose. My scar is beginning to diminish. It's still there, but it has faded a little bit. I'm excited to see what happens after more use! The skin around my scar is super soft.  I may start using this to moisturize this winter.",False,1,1,1,3
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07H3S8WTV,4.0,Works well. Pain free. Easy to use. Requires 1 AA battery which is not included.,False,1,1,0,2
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B0B8F6MWFJ,3.0,I wish I loved this. This is a nicely packaged perfume in an attractive bottle with a gold-colored tassel hanging from the side. The scent is neither offensive nor enticing. I can't even describe what it smells like. It is so very subtle but it lasts a few hours.<br /><br />The current price of $44.99 ($49.99 minus $5) is competitively priced for perfume like this but it is not one I would order again as I have to really love it to pay that much.,False,1,1,1,3
